User,Stars,Date,Text,Title
robmorris-46813,6,22 March 2024,"Expectations for this were high as I; enjoyed the film, have generally enjoyed most of Guy Ritchie's stuff and the casting looked spot on. Then I started watching it.The 1st episode is solid enough, it does a good job of introducing the characters, and unlike a lot of shows keeps the interest alive to watch the next episode, and if I'm honest probably all the episodes after that.I noticed myself picking up on and becoming bored of some of the same old Guy Ritchie tropes, like the henchman who we are supposed to believe is a bit dim and takes everything literally but has a photographic memory of the meaning of every word in the dictionary.The series itself is like watching someone playing Grand Theft Auto on the playstation; a series of tasks which the protagonist has to complete in order to move onto the next episode and the scribbled writing started to do my head in a bit aswell.Throughout the whole series my favourite, but all too short bit, (no spoilers) was the corndog sequence, it's the first time I've seen this actor ( you'll know who I'm talking about when you see him) but he's the standout for me, a very funny guy and probably worth 2 out of the 6 stars I gave in this review.",Corndog anyone?
kevinrphkv-02971,9,31 March 2024,"If you love Guy Ritchie you will love this. If you get tired of the typical banter and predictable screen play of Guy Ritchie, you might get a little bored but thoroughly entertaining to all. It has plenty of unexpected twists to maintain high levels of entertainment while not being annoying like the last movies Guy Ritchie has made. The acting is top notch and the production quality is superb. Keep them coming Mr Ritchie I am anxious to see more of this series. Please do make more of them for Netflix as their content has been lackluster at best for a year or more. The golden age of television is still going strong thanks to efforts such as this as well as other recent offerings!",Guy Ritchie at his best
dani_sgarcia,,12 March 2024,"8 Stars ⭐
March 12 2024If Braking Bad was set in the aristocratic UK. They even got Giancarlo Esposito. It has potential to become a huge series. I hope it is not being cancelled anytime soon. But by being a Netflix production anything bad can happen. I was never a fan of Guy Richie's movies and my opinion about Netflix is very low so I was very surprised by how good it was. The humour was spot on, and all those plans backfiring remembered me of Jesse and Walter.I really enjoyed this series but I need to watch they thriving in the future, though. And a little bit of romance would not hurt anybody.",Sort of a British Breaking Bad
AvionPrince16,7,26 March 2024,"So o really enjoyed that first season , its tense and have some interesting plot about thae man who receive all the legacy of his father even some unwanted business .The rest is all about survival ,money ,business,drugs and ..... comedy !Its clearly the comedy side who was unexpected in that kind of show : the Gentlemen alternate between serious and comedy very often and that point can make it kind of different .Another thing that we see often in that kind of show is sex but here none . Only gambling ,fights , sports and it was kind of surprising and disappointing at the same time . Sex nevea killed anyone .But the show have its own identity , own characters and give a nice tensions ,visuals ,music and fun !It was a nice surprise and have some nice revelations that didnt expect for some of them . And i took a great pleasure to watch all the episodes , all the conflicts during my time watching this and i clearly dive into the mood, the world that show give to us . I hope to see a second season !A Show for Gentlemens only !",A show for gentlemens ..... or not !
ger55champ,2,21 March 2024,Seen some utter rubbish from Netflix but this is up there with the worst of all.I'm convinced Guy Ritchie is now obsessed with gangsters and has zero talent to make anything remotely different or memorable.The first 2 episodes has you curious but you quickly realise you've seen all the same rubbish before with this mad director.The acting isn't the most wooden but the storyline is farcical with absolutely nothing believable or even amusing.All the glorifying of violence is sad and pathetic.And genuinely not helpful with all the gang culture we are having in this Country at this moment.It's sick and very lame to be honest.You will be bored senseless by the 4th episode.,Utter dross
nasirmumtaz7,8,15 March 2024,"Absolutely brilliant work by Guy Ritchie. The season is so captivating and entertaining from the first scene to the last. There is hardly a dull moment. Performances all around were outstanding. If you have seen Guy's movies, then the hybrid mix of comedy, action and thrill shall be no surprise to you.There shall definitely be a number 2 or perhaps even a movie spin off. It is already at top of the charts across the globe on Netflix. Just add Hugh Grant as Mr. Glass and it well could be a cinema blockbuster.For the (south) Asian audience: there is plenty of enjoyable language in episode 6 that the subtitles can't really do justice lol.",Modern world Peaky blinders cross with Downton Abbey
timothy-price-794-581328,9,9 March 2024,"Not (yet) seen the Film - certainly will be catching up with it now - but a big fan of Guy Ritchie - the Guy has so much style. Absolutely love his Sherlock, and the Man from Uncle was much underrated, I loved it. And of course his Gangster films. Just brilliantly realised and produced. And it is not style over substance either, great scripts, with brilliant humour, even when people are getting parts cut off! So gave this a try and blown away - once again the scripts are just superb, top, top writing. And Ritchie gets the best performances out of his cast. Others will go into detail about the storyline, but I won't - just got to say - we absolutely loved it.",Brilliant - top Guy Ritchie
azgoldwing,8,11 March 2024,"Wow. Finally a Guy Ritchie movie that I didn't have to watch more than once to understand it all. Lol. If you like dark British comedy you'll enjoy this. It has an a-list of actors who perform their roles well. I liked the plot twists in the final episode. Hope there's a season 2.There was only one small thing I didn't like because it wasn't realistic. The main grower/engineer for a major marijuana operation is to make a delivery of product. That would never happen. Such a talk while be given to a more low level person. Then, when he loses a shipment worth 1.5 million, nothing bad happens to him. Sorry, but neither of those details were realistic. Lose 1.5 million in that world and tile a dead man.","Actually, it was very engaging."
gethinnadin,8,9 March 2024,"Lock Stock, Layer Cake and Snatch defined a generation of UK film. While I didn't expect this tired format to resonate. It did.It's exactly what you'd expect. A lot of characters, a string of coincidences, bad luck and favours that lead our protagonists through a journey. But you know what? It was exactly the same format as I'd expected it to be. But I really enjoyed it.It's not winning any Oscar's, but the one liners, the soundtrack, the violence, the humour, the jeopardy- maybe it's what we've been missing in the uk. A lot of action and a lot of fun.It's not perfect, but I really enjoyed it by the end.",The 90's British gangster returns
Ttdf122,10,10 March 2024,"This is how you make high quality show. I cant really believe its only 8.4 here and 72% on rotten tomatoes by ""EXPERTS""...What a refreshment from all the garbage pondering. The cinematography,the MUSIC ...oh the MUSIC...The sound,the scenery...dialogues. I know its labeled as comedy but the comedy is so subtle and dark that this cant be described as comedy. Some people might not get all the analogies and allegories but Guy Ritchie blew me away with this one. There is hope for cinematography. I even went back and rewatched the first episode again - just to re-bathe in the glory of 'those' two scenes. Spectacular. Thank you for this masterpiece.",What a Perfect balance between drama and action
jkb2012,8,9 March 2024,Guy Ritchie has done it again with this TV adaptation it's very good and interesting and has a lot of twist and turns and it's what I was hoping it was where they took the original movie and it expanded the world and it is definitely not a copycat of the original film and I am very much looking forward to where the series goes next and I highly recommend it the new cast is good interesting story not exactly a reboot or retelling and I appreciate that this TV Adaptation also will keep you interested if they can figure out of season two I'm all for it if it makes sense guy Ritchie knows what he's doing.,Guy Ritchie has done it again with a good spin off
Tomaslillebror,7,15 April 2024,"Guy Ritchie certainly have a certain recepie for his productions, it seems hes taken the style of detective movies like Monsieur Poirot and put a posh class theme on it. The stories main point always seem to be to 'show off' with some illusion of being top dog high class style.This series is no different, you have seen it all before but if you are into that youll like this series too. With that said the story is this series weakest point, its illogical, low brow thuggery and mostly really dumb. Its just glitter and shadows, glitter and shadows... and he always seem to have a diversity goal and a finity for bashing nazis.In this series you will have every race represented but all are portraited as english.The imagery and the acting is the strong point and there are lots of well known actors in this piece.Camera and scenography is great, the actors are all well dressed and well mannered, except perhaps the ""travellers"".If you enjoy a lot of killing and all kinds low life criminalities then this might be for you.7/10 and thats me being generous.","Glitter and shadows, glitter and shadows.."
oshanbenjamin,10,12 March 2024,"Forget boring crime dramas, ""The Gentlemen"" is a breath of fresh air. It's got gangsters, action, and Ritchie's classic quirky characters, but it also packs a surprising punch. Theo James is hilarious as Eddie, an unsuspecting aristocrat who inherits a family estate, only to discover it's a marijuana empire. Eddie wants nothing to do with the illegal business, but the show takes him on a journey of self-discovery. He starts to question everything he thought he knew about himself and what he truly values. It's a wild ride with fast-paced action and witty dialogue, but underneath it all, it's a story about finding your own path, no matter the circumstances.",Self discover
Ito-Keiii,7,10 March 2024,"""The Gentlemen"" is a film that aims to marry the worlds of British nobility with the grim realities of the drug trade, yet it navigates this ambitious intersection with questionable ethics and a narrative that often glamorizes the very elements it seeks to critique. While Ritchie's signature style-quick wit, snappy dialogue, and complex plotting-is evident, the film's attempt to present its criminal protagonists in a positive light while justifying their actions through their noble ties results in a morally ambiguous, if not problematic, storytelling approach.At the core of ""The Gentlemen"" is the cannabis empire built by the protagonist, Mickey Pearson, portrayed with charismatic aplomb by Matthew McConaughey. Pearson's operation is depicted as not only immensely profitable but also seemingly risk-free, a narrative choice that dangerously simplifies the real-world dangers and ethical dilemmas of drug trafficking. The film indulges in a fantasy where the drug trade can be a gentleman's game, devoid of the consequences that plague less noble participants in such illegal endeavors.The portrayal of violence and justice in ""The Gentlemen"" similarly raises concerns. The characters, deeply entrenched in their criminal lifestyles, show no hesitation in eliminating their enemies, a depiction that aligns with the merciless nature of real-life organized crime yet is handled with a disturbing nonchalance in the film. This cavalier attitude towards violence and retribution is made more troubling by the film's failure to critically address the moral implications of the characters' actions, presenting a skewed version of justice that serves only the protagonists' interests.One of the film's central relationships, that between Mickey and his right-hand man, Ray (expertly played by Charlie Hunnam), attempts to add depth to the narrative, exploring themes of loyalty and protection within the criminal underworld. However, the execution of this dynamic, particularly in the context of the film's broader ethical oversights, feels superficial. The humorous portrayal of certain characters and situations, notably those involving Mickey's underlings, often undermines the seriousness of their criminal activities, making the film's tone uneven and its critique of organized crime lackluster.Furthermore, ""The Gentlemen"" concludes on a note that leaves much to be desired from an ethical standpoint. The film's resolution, which sees Mickey attempting to outmaneuver various threats to his empire, ends with a reaffirmation of the status quo rather than a reflection on the journey's moral cost. This ending, while perhaps consistent with the film's overall glorification of its criminal protagonists, misses an opportunity to engage with the deeper, more complex issues at play.In summary, ""The Gentlemen"" is a film that dazzles with its style, wit, and star-studded cast, yet falters in its ethical considerations and portrayal of the drug trade. By romanticizing its noble criminals and overlooking the real-world consequences of their actions, the film presents a narrative that is not only detached from reality but also morally questionable. While it offers entertainment value in spades, it ultimately serves as a reminder of the challenges and responsibilities filmmakers face when depicting organized crime and its participants.",Too simple
rich7354,5,30 March 2024,"What was this show suppose to be? A crime drama, a comedy, a mob film? Actually, it was suppose to be all of those; turns out, it was none of them.It started with some very poor episodes, peaked with two brilliant episodes (thus garnering a solid 5 stars), and finished with some terrible ones.The majority of the episodes just meandered aimlessly around a very loose central theme that didn't really go anywhere. For the most part, there was very little humor and very little drama. Most of the ""plot twists"" could be seen from miles away. The season finale was so bad, it had me cringing in my chair.One final point: I believe the character of Freddy existed only to demonstrate how stupid Eddie was. Why else would he continue to trust Freddy to do ANYTHING, if he wasn't stupid?",Huh?
ayonijaprithuvainya,9,17 March 2024,"If, like me, you are fan of Guy Ritchie (or Quentin Tarantino for that matter), you will love this. It is his trademark dark comedy mixed with crime drama, which fits in perfectly with core premise of British nobility mingling with organized crime. The show thrives on this theme of contrasting ingredients that create an entertaining blend.Much like the show's the two leads - one the head of a dukedom (i.e the Duke), another the de-facto head of a crime family. They have superb chemistry, which is like the engine that drives this show. Kaya Scoledario is perfection as the Cockney Comtesse of Crime. Vinnie Jones is shockingly good in a role very different from what he is used to. Michael Vu has a memorable break-through. Giancarlo Esposito is Giancarlo Esposito.The story itself continues that theme of contrast, mixing absurdity with actuality, humor with harsh reality. The downside is that sometimes characters do crazy things which make no sense. But the end-product is always funny and entertaining.A note for the fans of the original film - this show takes one of the sub-plots of the film and expands on it. However all the characters involved, despite some of them sharing the DNA as the originals, are different ones.",An 8 Hours Long Guy Ritchie Movie
Lucy1578,9,15 March 2024,"Really enjoyed it. Well written, stylish, crazy, funny. Theo James, Kaya Scodelario and Daniel Ings are on top form! Ings is freaking hilarious and I especially enjoyed his interactions with his on-screen brother, Eddie, played by Theo James (who just gets better and better with every new role). Theo and Kaya have just the right amount of sexual tension that makes you want to keep watching, but for once Guy Ritchie has a strong, independent woman (more of that, please!)
I also loved the dynamic with Joely Richardson as the lady of the manor and her soft/tough gamekeeper, Vinnie Jones. Clever nod to her memorable role as Lady Chatterley there!I have to take a star off for some of the stereotyping though, particularly the travellers. Although it was fun to see them rock up in their caravans at the Duke's estate and made me think this could be a good long-term solution to the lack of traveller sites! After all, why exactly do these aristocratic families own so much land? What right do they have?It was also quite obvious that Ritchie was only involved in the first 2 episodes. It wasn't as funny as the film of the same name, and the comedy died away halfway through and the focus was on the plot. But the characterisation was great and I had a lot of empathy for Eddie and Susie (could have done with less of Ray Winstone's unintelligible rasping perhaps).Overall, a cracking watch.",A cracking watch
Tactrix,10,12 March 2024,"This was done in Guy Ritchie's favorite style and writing. Everything is crisp, clean and you don't see most of it coming. He's of course included his favorites, royals, gypsies, meth dealers, weed dealers, butchers, and assassins. And that's just the start, he can easily turn this into a giant series that spawns for decades if he wanted to. Whatever you do, don't let Guy Ritchie take a backseat on the writing. His influence can be felt in every single scene in the movie. Don't you dare change this formula, it's brilliant and it shows.The cast is perfectly hand picked, I couldn't have picked them better myself. Everything just works, and when a good series comes together like this it's high art. You rarely see it, but when you do, you get another game of thrones on your hands.10/10 spectacular, don't you dare cancel this series!",The Proper Criminal
Fs90781,10,11 March 2024,"The main cast was so great, The casting is top tier. Theo James was born for this type of role in my opinion, but loved the plot, directing and all the rest was very entertaining and thrilling action with a classic Ritchie dark comedy. I truly enjoyed this series, it's been a long time since I really enjoyed a Gangster type of Series, since Breaking bad really. If you enjoyed Ritche movies and likes his style, you will most likely enjoy this show. A part of me want a season 2, but the other is afraid of being too repetitive, so let's see how it goes. But overall, a brilliant show. For sure I recommend.",One of the surprise of the year?
PedroReviews,8,18 March 2024,"Prepare for a thrilling adventure with ""The Gentlemen,"" a new Netflix series from Guy Ritchie. This action-packed comedy throws you headfirst into the gritty glamour of London's criminal scene. A sharp script, captivating story, and stellar cast make it a must-watch for fans of the genre.A Compelling Ensemble Steals the ShowTheo James leads the narrative as the enigmatic protagonist, but the supporting characters truly shine. We encounter a wisecracking right-hand man harboring a secret agenda, a ruthless kingpin with an unexpected moral compass, and an ambitious outsider caught in the crossfire. Their interactions crackle with energy, fueled by witty banter and tense power struggles. Even minor characters feel well-developed, adding layers of intrigue to the fast-paced plot.A Feast for the SensesGuy Ritchie's signature style is on full display. Crisp and stylish cinematography utilizes dynamic camera movements to heighten the action sequences. A particularly memorable scene uses a slow-motion tracking shot to showcase a meticulously planned heist, placing you right in the heart of the action. The cool blues and steely grays of the color grading perfectly complement the London underworld setting, creating a visually stunning atmosphere.Where Humor Meets GritThe plot races at breakneck speed, packed with twists and turns that will keep you guessing until the very end. While the action sequences are thrilling, it's the humor that elevates the show. Ritchie's signature wit shines through the sharp dialogue and hilarious situations. Imagine a tense negotiation interrupted by a deadpan quip - that's the kind of humor you can expect.A Recommendation with a Note""The Gentlemen"" isn't for everyone. The show features violence and adult humor, so keep that in mind if you have sensitivities. Additionally, the plot can be complex at times, requiring viewers to pay close attention.However, if you're looking for a stylish action-comedy with a healthy dose of British wit, then this is a definite winner. The show delivers strong performances across the board, with a captivating story, memorable characters, and a visually stunning presentation. While the complexity might feel overwhelming at times, the overall experience is highly entertaining.",A Stylish Descent into London's Underworld
yogaisthepath,9,14 April 2024,"Almost perfect! You know its a classic when you start it from the beginning the moment you finish.Could watch 100 episodes of this.The story, script, acting, score, cinematography...it hits all the spots. Thank god Netflix and Guy made this happen.Make sure you out your phone away and enjoy it in full. There are lots of details and subtle moments that complete the viewing experience.Also, don't watch it on your phone. Do your best to have a tv with good sound system.The score is actually incredible. Brings the perfect amount of tension and pace to everything that happens.Crazy how the lead actor isn't the next James Bond.Maybe its because there are more seasons of this too come???",Instant classic.
trumpisafatpileofshit,7,8 April 2024,"The one thing that keeps irking me is that the skip over the best parts. Every scene of action and killing is told as a chopped up flash back. Yeah I get it, Guy Ritchie is a formulaic one trick pony. But I like his past work, but this is different because it's every single episode. You only get a quick half second of the action while some one else is telling the story of what happened. A battle with nazis and explosions... passed over quick. Three people on a hit list after a fixed fight... 1,2,3, done.I don't watch a show to see the filler, I want the meat. Unfortunately, the meat in this is shaved down to scrapes, and all your left with is a lot of lettuce. Don't get me wrong, it's still a great taco, delicious in fact, but no where near enough meat.Worth the watch, but I'm just saying. If it happened in only a few episodes I wouldn't have cared so much, but it's every episode, every action scene.",I really really liked this but...
jewellz48,9,12 April 2024,"I thought this was fantastic as a highly entertaining, stylish romp! Sometimes, it's fun to just be entertained, and The Gentlemen scratches that itch supremely well. The acting and pacing are snappy and snazzy without being maniacal, and the setting and music complemented the tone well.Theo James really nailed his role as a newly minted Duke with a heart of stone, and the rest of the cast effortlessly held their own. The chemistry between Eddie and Susie was palpable, and I really hope this gets renewed for more.Highly recommend this as an escapist treat that can easily be watched in a weekend!",Stylish romp
dierregi,6,9 May 2024,"If you're familiar with Guy Ritchie's movies you know what you're getting yourself into. His stories are about eccentric British gangsters who use convolute language, violence and a lot of swearing. That sums up most of this series, inclusive of cool characters, fast editing, atrocious soundtrack and occasional visual tricks.The saving grace are the interpreters of main characters Eddie (the Duke) and Susie (the Boss' daughter), who have believable chemistry, luckily without any sentimental strings attached. Ray Winstone as the Bobby the Boss is also good, albeit playing it too cool.The Duke's family lives in a beautiful estate - slightly too grand and with way too much staff - and Eddie's mum is straight out of Lady Chatterley's lover, inclusive of liaison with gamekeeper Geoff and illegitimate offspring, even if both mum and daughter totally irrelevant to the plot, but someone must have told Ritchie a feminist touch was needed, so the daughter is single, pregnant and proudly parading her belly. What's got to do with the plot? Whatever...Eddie's brother is the idiotic Freddy, I guess a parody of the useless, addict, degenerate aristocrat, but a very annoying character. On the criminal side, the annoying counterpart is Jimmy, a silly pothead who in real life would be terminated ASAP, but in the show he is the ""comic relief"" (Hint: he's not funny, just annoying as hell). However, the rest of criminals all seem more or less caricatures, starting from the demented Scouses to the suave but tax-evading Johnston, the spillover from Breaking Bad. The show includes the inevitable boxing scenes, gambling, car chases (green Lamborghini, nonetheless!) and Eastern European gangs. However, the criminal world seems to be more fun than aristocratic parties.One glaring mistake: the Belgian character is a Flemish named de Groot but he speaks French! Ritchie's team should research better, since Belgians are very sensitive to this type of things and even I not being Belgian but having lived there several years, noticed the incongruity of a Flemish character who speaks French. That would NEVER happen.On the whole it's entertaining enough even if very predictable with each episode creating a previously unforeseen problem to be solved and the introduction of a truckload of characters.",Entertaining but not stellar
wackyfuncrazy,3,1 April 2024,"I recently watched the first four episodes before deciding I couldn't watch any more. Here are my reasons why:Theo James. I didn't find him believable as a duke and not just because of his awful accent that reminded me of Dr Lucien Sanchez from Garth Marenghi's Darkplace played by Matt Berry. He seems to have no screen presence and I wasn't convinced that he cared about any of the crazy situations in which he found himself. Also, how did he get out of the army so quickly?Kaya Scodelario was just too obvious and cliche as the tough as nails 'woman in charge'. I would've preferred her to be a little more vulnerable: I wondered why she needed anyone working for her since she seemed to be able to do and handle anything.I felt Vinnie Jones was just put in this to make it seem like an 'authentic' Guy Ritchie production. He was completely wasted and they could've done so much more with him.I barely knew Joely Richardson was in this which is enough said about her really.I could already see that the woman who tricked Michael Vu's character would end up liking him. There is no way that is even remotely credible. Speaking of Michael Vu, he was in this for too much and his character was extremely irritating.Ray Winstone. Again, it seemed he was just in this to make it seem more authentic. Useless character and another waste.Giancarlo Esposito. Only in this to make fans of Breaking Bad go 'ohh it's Gus! I bet he's really vicious underneath!' I was hoping he would be a cameo but no, he kept coming back. He's pretty much just another Gus to give cheap appeal to a wider audience.This is one of those series where the main plot will never get wrapped up, they'll make it up as they go along and then they'll cancel it before the ratings topple. We've seen all this before: the mixing of brutal gang violence with humour, the 'witty' dialogue, the ridiculous crimes and the over the top characters which would never exist in the real world. It should be getting long in the tooth for everyone now really.",Haven't we seen all this before?
alanspamaccount,9,2 April 2024,"This s a great and original series from Guy Ritchie. I see some people have given pretty negative ratings which I guess is given to their propensity for men in capes and women with bat ears. It's clever and bears the hallmark of traditional British black humour with stellar performances, especially shining the light on the absurdity of the British class system. It's gritty but humourous with a great cast and solid writing. Highly recommend giving it a go.I binged the entire show in tow (workday) evenings and hope Netflix will commission another....but also, somethings are also better left with something hanging in the air.....Great TV and worth your time viewing.",Really good and bingeworthy
sue-06239,8,25 March 2024,"This series, based on the film of the same name, is entertaining and typical Guy Ritchie fare - full of quirky characters, sparky, articulate dialogue and violence.Theo James is fantastic in this and plays as if auditioning for the James Bond role - which based on this he'd be perfect for. I absolutely love his voice in this role! Ably supported by Kaya in a wardrobe to die for, with a sexy and very cool persona and Daniel Ings as his inept elder brother, who manages to remain sympathetic while being very stupid!Joely Richardson is fabulous as the matriarch of the family and I have to say I think this is the best role I've ever seen Vinnie Jones play. He plays a really nuanced character, much much more than a mindless thug, and his chemistry with Joely sparkles.Too many other characters to mention but everyone is good and it is nice to set Nigel Havers popping up in a small role.Ray Winstone plays Ray Winstone but, for me, that's not a bad thing! The man with the cushiest jail set-up ever!In summary, this a very entertaining 8 episode romp and I think it will be the making of James, Theo James.",Guy triumphs again!
clarkie08,9,10 April 2024,"Loved the film, and love this series.Guy Ritchie, the marmite man it seems, but he rarely gets it wrong. Lock Stock, Snatch (best of the bunch), Rocknrolla, The Gentleman are all in the same vein. If you struggle with the Brit mob theme, maybe these films (and now TV series) arent for you.Brilliant fun, main characters sharp witty and keeps the whole thing ticking along. I flick through the reviews and people need to take life less seriously! A blast of a show, GR's signature cocky wit and charm, I personally can't wait for the second season. A refreshing break from all the heavy laden American shows. Thumbs up to this last jaunt.","Film one thing, series is in a league of its own."
JerryrFlanagan,10,29 March 2024,"I'm not even sure where to begin with this TV series on Netflix. The Gentlemen (2024) when aristocratic Eddie inherits the family estate, he discovers that it's home to a huge third party weed empire, and its proprietors aren't going anywhere. Theo James gives a brilliant performance as the new Duke, who not only inherits his father's wealth and estate but also all of his major problems in the first episode. Kaya Scodelario exudes a remarkable level of coolness and composure in each episode, leaving you curious if she will ever succumb to the pressure. Each time Daniel Ings' character, the brother of Duke Horniman, appears on screen, it guarantees a hilariously entertaining and over-the-top performance. That character clearly does not deserve to be the head of the family estate. This series is entertaining, witty, charming, and gruesome in a United Kingdom melancholy sort of way that only Guy Ritchie's team can bring to their audience.","Entertaining, witty, charming, and gruesome in a United Kingdom melancholy sort of way"
eliotmess,8,5 May 2024,"I haven't enjoyed previous Richie films so much because of the way they are edited, because they gloss over the plot holes with convenient happenstance. Come across as glib, against which I find combination of violence cynically naff. Like putting car chases in a dull movie.But I'm not fatigued by his style the way many critics seem to be.This series is much better than the original movie. The story has a chance to play out, rather than being slickly edited into a couple of hours.The casting is superb. Most of these actors are worth watching just within their own performances. And they all slowly evolve in an understandable manner. It works really well.",Not particularly a G.Ritchie fan - Rate this good
dscuthills,10,12 March 2024,"Wow what can I say. One of the most thought out series iv seen in a long time. If you think falling in love and holding hands is what your going to get, then think again. It goes against all of Hollywood Girl meets guy movies. There are plots and sub plots which are totally absorbing and so unbelievably thought up. Absolutely wonderful. A real Genius is Mr Ritchie. Its a real keep you on the edge of your seat. Me and my wife watched it in two evenings and we actually canceled a dinner date to finish it the next evening. The chicken scene with the Scouser is one of the most memorable scenes iv seen in a really long time.",A Real Guy Ritchie Classic
GCBH80,,13 March 2024,"One of the things I loved most about this series is how brilliantly Guy Ritchie captures the eccentricities and completely bonkers world of the British Aristocracy. It's genius lies, not only in a masterful script, brilliant cast and outstanding performances, but in the fact that this could very, very much be a true storyI would not be in the slighted bit surprised to learn how some of these toffs are keeping the family seat in the family and maintaining the upkeep of these (sometimes centuries old) piles - resorting to illegal, morally corrupt and ethically questionable business practicesA rollicking good laugh if you're willing to temporarily suspend disbelief and allow yourself to believe that there is a very real possibility some of this is quite possibly based on many versions of actual events.",Utterly Bonkers but Hillariously Funny
FilmWatcher2222,7,16 March 2024,"(7.8) There are multiple reference to the Puzio Godfather series. By the end of Ep.3 there's godfather under undertone feels fairly set in stone.The reluctant heir to the family throne. Who's ""trying to get out but they keep pulling him in""There's a jealous fredy(o), with the passionate disdain with hands on the face sceneThe guy who seems too good to be true, the ""Barzini all along"" and other tropesWorth a watch if it keeps your interest, it could've been at least a 9 star if it were more serious.I appreciate learning certain subtle details about being a duke in a family manor. Like them having their own family quote.",Godfather UK
vesvizla,10,12 March 2024,"While any and all content coming from netflix these last 2 years have been either bland or downright offensive, The Gentlemen is worth investing your time in. It's exactly what you would expect from a Guy Ritchie Show, It perfectly captures the tone from the movie with the same name (I'm guessing its based on that). The Story was topnotch the twists albeit foreseeable were still pretty decent and I was quite encapsulated by the entirety of the show. It's a must see for any Guy Ritchie Fan. Also if you like this series I would recommend checking out Guy Ritchie's other works (except maybe aladdin)",A Fresh Breath of Air on Netflix
lorenalivadaru,6,29 April 2024,"Maybe watch the first episode or two if you are in need for a laugh or two (at best).The reason I gave it a 6 is because of some of the dialogue and the sets .The ending completely disregards the story that they built throughout the tvshow and it just leaves you with : ""why did I even took the time to watch this"".Just go on hbo and pick literally anything else or if you are really keen making the most out of your netflix subscription watch Baby Raindeer.There is no point on going on about this tv show when there are so many other good ones out there who are not overly hipped by netflix..","Mediocre at best, definitely forgettable."
nathansudds,3,22 March 2024,"The show starts off promising but quickly dissolves into nonsense. Every episode has the simple premise of a character giving the main character (MC) a quest. Such as ""I want this, oh ok go do this for me and you can have it"". It is followed by the most obvious resolution of MC trying to do it, encountering a problem, then killing someone. It is the most predictable events over and over. Even worse than this is that the characters are all completely void of logical reasoning. Every decision is just so stupid and illogical. I absolutely hate when characters are just stupid for the sole reason of progressing the plot.Finally the police dont exist and no consequences happen to absolutely anyone that does something bad because the police just dont exist in this. Everything is super convenient. There is always a super convenient plot hole to progress the story making everything I've already said even worse. The show also tries to look so bad azz of them being in a huge crime business and having access to so many evil connections. But its really poorly done and all connections are again, just illogical and convenient plot holes that the writers have to.",A show of dissapointment
Rabh17,10,15 March 2024,"Never saw the movie-- but this one grabbed me.The acting is spot on. Everyone is fully and totally into their roles turning the old Posh vs The Gutter narrative into a witty but dangerous dance. And bringing Giancarlo back to play yet again-- a dangerous dark player on the drug scene-- ups the tempo. Between the Meth Lord, the Authorities, the Crazed cocaine Preacher and keeping his wayward brother safe,Eddie has one heck of a dance keeping clear of everyone's guns.And the murders... are to be savored as the characters all need to be 'Saved by Jesus' the deeper it gets.But most of all, the dialogue is PRICELESS. Sharp & Biting.",Not normally into dramedy-- but this one took me by surprise
bpow05,10,17 March 2024,"Oh my- this was so good! The filming, script, cast and characters all perfection. Bravo Guy Ritchie and Theo James. Bravo! Visually it is a dream world of the wealthy- the tension of the script - perfect casting and I do say sublime acting builds the intrigue. It truly is the tension of the writing that ties the knot to a viewers heart. I would go a tad less dark - and bring in a closer family theme- but hey clearly the vision and filming is a perfect ten to many viewers- as a writer and novelist I can only hope to score so big. Also, the wardrobes, set design and outside filming choices just all make the show not only a must watch- but a ""I want live in this world"" walk away!",Bravo = Cinematic Perfection
